Vtable	Methods	Flags	Type	Hierarchy
01426EE8C0	2		NS_SPRJ::SprjLuaEventConditionEzStateMessage	NS_SPRJ::SprjLuaEventConditionEzStateMessage: NS_SPRJ::SprjLuaEventCondition;
01426ED690	2		NS_SPRJ::SprjLuaEventConditionHP	NS_SPRJ::SprjLuaEventConditionHP: NS_SPRJ::SprjLuaEventCondition;
01426ED7B8	2		NS_SPRJ::SprjLuaEventConditionItem	NS_SPRJ::SprjLuaEventConditionItem: NS_SPRJ::SprjLuaEventCondition;
01426EEA40	2		NS_SPRJ::SprjLuaEventConditionKeepAction	NS_SPRJ::SprjLuaEventConditionKeepAction: NS_SPRJ::SprjLuaEventCondition;
01426EEC28	2		NS_SPRJ::SprjLuaEventConditionMoveMiniBlock	NS_SPRJ::SprjLuaEventConditionMoveMiniBlock: NS_SPRJ::SprjLuaEventCondition;
01426ED9B0	2		NS_SPRJ::SprjLuaEventConditionObjDam	NS_SPRJ::SprjLuaEventConditionObjDam: NS_SPRJ::SprjLuaEventCondition;
01426EED48	2		NS_SPRJ::SprjLuaEventConditionPK	NS_SPRJ::SprjLuaEventConditionPK: NS_SPRJ::SprjLuaEventCondition;
01426EDB38	2		NS_SPRJ::SprjLuaEventConditionRegist	NS_SPRJ::SprjLuaEventConditionRegist: NS_SPRJ::SprjLuaEventCondition;
01426EEDF0	2		NS_SPRJ::SprjLuaEventConditionRequestMenu	NS_SPRJ::SprjLuaEventConditionRequestMenu: NS_SPRJ::SprjLuaEventCondition;
01426EDC70	2		NS_SPRJ::SprjLuaEventConditionResLoadEnd	NS_SPRJ::SprjLuaEventConditionResLoadEnd: NS_SPRJ::SprjLuaEventCondition;
01426EEEA8	2		NS_SPRJ::SprjLuaEventConditionRevengeMenu	NS_SPRJ::SprjLuaEventConditionRevengeMenu: NS_SPRJ::SprjLuaEventCondition;
01426EF368	2		NS_SPRJ::SprjLuaEventConditionSOS	NS_SPRJ::SprjLuaEventConditionSOS: NS_SPRJ::SprjLuaEventCondition;
01426EDD00	2		NS_SPRJ::SprjLuaEventConditionSecond	NS_SPRJ::SprjLuaEventConditionSecond: NS_SPRJ::SprjLuaEventCondition;
01426EEF60	2		NS_SPRJ::SprjLuaEventConditionSelectMenu	NS_SPRJ::SprjLuaEventConditionSelectMenu: NS_SPRJ::SprjLuaEventCondition;
01426EEFF0	3		NS_SPRJ::SprjLuaEventConditionSelfBlood	NS_SPRJ::SprjLuaEventConditionSelfBlood: NS_SPRJ::SprjLuaEventCondition;
01426EF0F8	2		NS_SPRJ::SprjLuaEventConditionSelfSos	NS_SPRJ::SprjLuaEventConditionSelfSos: NS_SPRJ::SprjLuaEventCondition;
01426EF258	2		NS_SPRJ::SprjLuaEventConditionSession	NS_SPRJ::SprjLuaEventConditionSession: NS_SPRJ::SprjLuaEventCondition;
01426EF428	2		NS_SPRJ::SprjLuaEventConditionSosMenu	NS_SPRJ::SprjLuaEventConditionSosMenu: NS_SPRJ::SprjLuaEventCondition;
01426EF500	2		NS_SPRJ::SprjLuaEventConditionTextEffect	NS_SPRJ::SprjLuaEventConditionTextEffect: NS_SPRJ::SprjLuaEventCondition;
01426EDEC0	2		NS_SPRJ::SprjLuaEventConditionWanderFade	NS_SPRJ::SprjLuaEventConditionWanderFade: NS_SPRJ::SprjLuaEventCondition;
01426EF6B0	2		NS_SPRJ::SprjLuaEventConditionWanderingDemon	NS_SPRJ::SprjLuaEventConditionWanderingDemon: NS_SPRJ::SprjLuaEventCondition;
0142708680	2		NS_SPRJ::SprjLuaEventMsgExec	NS_SPRJ::SprjLuaEventMsgExec:
01427086B0	2		NS_SPRJ::SprjLuaEventMsgExec_Func	NS_SPRJ::SprjLuaEventMsgExec_Func: NS_SPRJ::SprjLuaEventMsgExec;
0142708698	2		NS_SPRJ::SprjLuaEventMsgExec_String	NS_SPRJ::SprjLuaEventMsgExec_String: NS_SPRJ::SprjLuaEventMsgExec;
01427086C8	6		NS_SPRJ::SprjLuaEventMsgMap	NS_SPRJ::SprjLuaEventMsgMap:
01426F1A40	1		NS_SPRJ::SprjLuaEventObserver	NS_SPRJ::SprjLuaEventObserver:
01426F8130	2		NS_SPRJ::SprjLuaEventProxy	NS_SPRJ::SprjLuaEventProxy:
0142701BE0	2		NS_SPRJ::SprjLuaEventScriptImitation	NS_SPRJ::SprjLuaEventScriptImitation:
01427060E8	4		NS_SPRJ::SprjLuaEventUpdateTask	NS_SPRJ::SprjLuaEventUpdateTask: NS_SPRJ::SprjStepTask<NS_SPRJ::SprjLuaEventUpdateTask>, FD4::FD4StepTaskBase<NS_SPRJ::SprjLuaEventUpdateTask>, FD4::FD4StepTemplateBase<NS_SPRJ::SprjLuaEventUpdateTask,FD4::FD4TaskBase>, FD4::FD4StepTemplateInterface<FD4::FD4TaskBase>, FD4::FD4TaskBase, FD4::FD4ComponentBase;
014274E180	6		NS_SPRJ::SprjMagicId	NS_SPRJ::SprjMagicId:
014289E5A0	3		NS_SPRJ::SprjMapModelIns	NS_SPRJ::SprjMapModelIns: NS_SPRJ::SprjModelIns;
0142918B88	2		NS_SPRJ::SprjMenuViewerKeyAssign	NS_SPRJ::SprjMenuViewerKeyAssign: NS_SPRJ::SprjKeyAssign, FD4::FD4BaseKeyAssign;
0142918C28	4		NS_SPRJ::SprjMenuViewerPad	NS_SPRJ::SprjMenuViewerPad: NS_SPRJ::SprjPad, FD4::FD4BasePad;
01428CA688	15		NS_SPRJ::SprjMiddleGxTexture	NS_SPRJ::SprjMiddleGxTexture: GXBS::IGXTexture, GXBS::GXShaderResourceView, GXBS::GXNonAtomicReferenceCountObject;
014289E938	8		NS_SPRJ::SprjModel	NS_SPRJ::SprjModel:
01428BD3A0	4	M	NS_SPRJ::SprjModelDispEntity	NS_SPRJ::SprjModelDispEntity: NS_SPRJ::SprjDispEntity, GXSG::GXSgEntity, GXSG::GXSgDrawable, GXSG::GXSgObject, GXSG::GXSgTraverserAcceptor;
01428BD3D0	1	M	NS_SPRJ::SprjModelDispEntity	GXSG::GXSgTraverserAcceptor:
01428BD8F8	6	M	NS_SPRJ::SprjModelDrawEntity	NS_SPRJ::SprjModelDrawEntity: NS_SPRJ::SprjDrawEntity, NS_SPRJ::DrawEntity, GXSG::GXSgEntity, GXSG::GXSgDrawable, GXSG::GXSgObject, GXSG::GXSgTraverserAcceptor, GXSR::GXFlverModelDrawItemBase, GXBS::GXDrawItem;
01428BDA78	1	M	NS_SPRJ::SprjModelDrawEntity	GXSG::GXSgTraverserAcceptor: GXSR::GXFlverModelDrawItemBase, GXBS::GXDrawItem;
01428BDA88	9	M	NS_SPRJ::SprjModelDrawEntity	GXSR::GXFlverModelDrawItemBase: GXBS::GXDrawItem;
014289E980	2		NS_SPRJ::SprjModelDrawEntitySeed	NS_SPRJ::SprjModelDrawEntitySeed: NS_SPRJ::SprjDrawEntitySeed, NS_SPRJ::DrawEntitySeed;
014289ED48	3		NS_SPRJ::SprjModelIns	NS_SPRJ::SprjModelIns:
01427FA2D8	1		NS_SPRJ::SprjModelViewerAnimMod	NS_SPRJ::SprjModelViewerAnimMod:
0142918CE0	2		NS_SPRJ::SprjModelViewerKeyAssign	NS_SPRJ::SprjModelViewerKeyAssign: NS_SPRJ::SprjKeyAssign, FD4::FD4BaseKeyAssign;
01427FB138	3		NS_SPRJ::SprjModelViewerList	NS_SPRJ::SprjModelViewerList: NS_SPRJ::SprjStepLocal<NS_SPRJ::SprjModelViewerList>, FD4::FD4StepBase<NS_SPRJ::SprjModelViewerList>, FD4::FD4StepTemplateBase<NS_SPRJ::SprjModelViewerList,FD4::FD4StepBaseInterface>, FD4::FD4StepTemplateInterface<FD4::FD4StepBaseInterface>, FD4::FD4StepBaseInterface, FD4::FD4ComponentBase;
0142918D58	4		NS_SPRJ::SprjModelViewerPad	NS_SPRJ::SprjModelViewerPad: NS_SPRJ::SprjPad, FD4::FD4BasePad;
01428026E8	4		NS_SPRJ::SprjMoveMapListStep	NS_SPRJ::SprjMoveMapListStep: NS_SPRJ::SprjStepTask<NS_SPRJ::SprjMoveMapListStep>, FD4::FD4StepTaskBase<NS_SPRJ::SprjMoveMapListStep>, FD4::FD4StepTemplateBase<NS_SPRJ::SprjMoveMapListStep,FD4::FD4TaskBase>, FD4::FD4StepTemplateInterface<FD4::FD4TaskBase>, FD4::FD4TaskBase, FD4::FD4ComponentBase;
01428F30C8	5		NS_SPRJ::SprjMsbParts	NS_SPRJ::SprjMsbParts: DLUT::DLNonCopyable;
01428F3150	5		NS_SPRJ::SprjMsbPartsEne	NS_SPRJ::SprjMsbPartsEne: NS_SPRJ::SprjMsbParts, DLUT::DLNonCopyable;
01428F3300	5		NS_SPRJ::SprjMsbPartsHit	NS_SPRJ::SprjMsbPartsHit: NS_SPRJ::SprjMsbParts, DLUT::DLNonCopyable;
01428F3388	5		NS_SPRJ::SprjMsbPartsMap	NS_SPRJ::SprjMsbPartsMap: NS_SPRJ::SprjMsbParts, DLUT::DLNonCopyable;
01428F3438	6		NS_SPRJ::SprjMsbPartsObj	NS_SPRJ::SprjMsbPartsObj: NS_SPRJ::SprjMsbParts, DLUT::DLNonCopyable;
01426C7578	31		NS_SPRJ::SprjNullTargetAccessor	NS_SPRJ::SprjNullTargetAccessor: NS_SPRJ::SprjTargetAccessorBase;
01428E1600	3		NS_SPRJ::SprjNvmPhysicsListener	NS_SPRJ::SprjNvmPhysicsListener: NS_SPRJ::SprjHkAiPhysicsListenerBase;
0142708C40	2		NS_SPRJ::SprjObjActCtrl	NS_SPRJ::SprjObjActCtrl:
014270A7D8	1		NS_SPRJ::SprjObjActDoorState	NS_SPRJ::SprjObjActDoorState: NS_SPRJ::SprjObjActState;
014270A978	1		NS_SPRJ::SprjObjActOneDirOpenDoorState	NS_SPRJ::SprjObjActOneDirOpenDoorState: NS_SPRJ::SprjObjActDoorState, NS_SPRJ::SprjObjActState;
014270A8A8	1		NS_SPRJ::SprjObjActOneLoopState	NS_SPRJ::SprjObjActOneLoopState: NS_SPRJ::SprjObjActState;
014270A708	1		NS_SPRJ::SprjObjActOneState	NS_SPRJ::SprjObjActOneState: NS_SPRJ::SprjObjActState;
014270A638	19		NS_SPRJ::SprjObjActState	NS_SPRJ::SprjObjActState:
014270AF98	4		NS_SPRJ::SprjObjActUpdateTask	NS_SPRJ::SprjObjActUpdateTask: NS_SPRJ::SprjStepTask<NS_SPRJ::SprjObjActUpdateTask>, FD4::FD4StepTaskBase<NS_SPRJ::SprjObjActUpdateTask>, FD4::FD4StepTemplateBase<NS_SPRJ::SprjObjActUpdateTask,FD4::FD4TaskBase>, FD4::FD4StepTemplateInterface<FD4::FD4TaskBase>, FD4::FD4TaskBase, FD4::FD4ComponentBase;
01428AEBD8	2		NS_SPRJ::SprjObjImp	NS_SPRJ::SprjObjImp:
01426DF108	32		NS_SPRJ::SprjObjInsAccessorBase	NS_SPRJ::SprjObjInsAccessorBase: NS_SPRJ::SprjNullTargetAccessor, NS_SPRJ::SprjTargetAccessorBase;
014289F098	3		NS_SPRJ::SprjObjModelIns	NS_SPRJ::SprjObjModelIns: NS_SPRJ::SprjModelIns;
01428ECEC0	1		NS_SPRJ::SprjPacketStorage	NS_SPRJ::SprjPacketStorage:
0142918E38	4		NS_SPRJ::SprjPad	NS_SPRJ::SprjPad: FD4::FD4BasePad;
0142911140	1		NS_SPRJ::SprjPanicImp	NS_SPRJ::SprjPanicImp:
0142918EB0	1		NS_SPRJ::SprjPerfManImp	NS_SPRJ::SprjPerfManImp:
014275A908	4		NS_SPRJ::SprjPersCam	NS_SPRJ::SprjPersCam: NS_SPRJ::SprjCam;
0142814E28	15		NS_SPRJ::SprjPlayerDamageModule	NS_SPRJ::SprjPlayerDamageModule: NS_SPRJ::SprjChrDamageModule, NS_SPRJ::SprjChrModuleBase, FD4::FD4ComponentBase;
01428158A0	3		NS_SPRJ::SprjPlayerFallModule	NS_SPRJ::SprjPlayerFallModule: NS_SPRJ::SprjChrFallModule, NS_SPRJ::SprjChrModuleBase, FD4::FD4ComponentBase;
01428172F0	2		NS_SPRJ::SprjPlayerHitStopModule	NS_SPRJ::SprjPlayerHitStopModule: NS_SPRJ::SprjChrHitStopModule, NS_SPRJ::SprjChrModuleBase, FD4::FD4ComponentBase;
0142817AB0	4		NS_SPRJ::SprjPlayerKnockBackModule	NS_SPRJ::SprjPlayerKnockBackModule: NS_SPRJ::SprjChrKnockBackModule, NS_SPRJ::SprjChrModuleBase, FD4::FD4ComponentBase;
0142818540	2		NS_SPRJ::SprjPlayerLadderModule	NS_SPRJ::SprjPlayerLadderModule: NS_SPRJ::SprjChrLadderModule, NS_SPRJ::SprjChrModuleBase, FD4::FD4ComponentBase;
0142818C08	6		NS_SPRJ::SprjPlayerMagicModule	NS_SPRJ::SprjPlayerMagicModule: NS_SPRJ::SprjChrMagicModule, NS_SPRJ::SprjChrModuleBase, FD4::FD4ComponentBase;
01428191C0	3		NS_SPRJ::SprjPlayerMaterialModule	NS_SPRJ::SprjPlayerMaterialModule: NS_SPRJ::SprjChrMaterialModule, NS_SPRJ::SprjChrModuleBase, FD4::FD4ComponentBase;
014281AEF0	3		NS_SPRJ::SprjPlayerSfxModule	NS_SPRJ::SprjPlayerSfxModule: NS_SPRJ::SprjChrSfxModule, NS_SPRJ::SprjChrModuleBase, FD4::FD4ComponentBase;
014291A450	2		NS_SPRJ::SprjPlaylogData	NS_SPRJ::SprjPlaylogData:
014291BB88	1		NS_SPRJ::SprjPlaylogSystemImp	NS_SPRJ::SprjPlaylogSystemImp:
014291BEC0	2		NS_SPRJ::SprjPlaylogSystemSeed	NS_SPRJ::SprjPlaylogSystemSeed:
014291C438	4		NS_SPRJ::SprjPlaylogSystemStep	NS_SPRJ::SprjPlaylogSystemStep: NS_SPRJ::SprjStepTask<NS_SPRJ::SprjPlaylogSystemStep>, FD4::FD4StepTaskBase<NS_SPRJ::SprjPlaylogSystemStep>, FD4::FD4StepTemplateBase<NS_SPRJ::SprjPlaylogSystemStep,FD4::FD4TaskBase>, FD4::FD4StepTemplateInterface<FD4::FD4TaskBase>, FD4::FD4TaskBase, FD4::FD4ComponentBase;
014291F388	5		NS_SPRJ::SprjPositionRepUnit	NS_SPRJ::SprjPositionRepUnit: FD4::FD4RepUnit;
01426EBB48	8		NS_SPRJ::SprjPostConstructorEventIns	NS_SPRJ::SprjPostConstructorEventIns: NS_SPRJ::SprjEventIns;
01428C2578	9		NS_SPRJ::SprjPostProcessManager	NS_SPRJ::SprjPostProcessManager: GXBS::GXPostProcessManager, GXBS::GXSystemMessageListener;
0142828B98	13		NS_SPRJ::SprjProGaitemIns	NS_SPRJ::SprjProGaitemIns: NS_SPRJ::SprjGaitemIns;
014272C430	3		NS_SPRJ::SprjRandSfmt	NS_SPRJ::SprjRandSfmt: NS_SPRJ::SprjRand_forDLRandomGenerator<DLUTD::DLRandomGeneratorSFMT>, NS_SPRJ::CSRand;
0142743F80	1		NS_SPRJ::SprjRandXorshift	NS_SPRJ::SprjRandXorshift: NS_SPRJ::SprjRand_forDLRandomGenerator<DLUTD::DLRandomGeneratorXorshift>, NS_SPRJ::CSRand;
014272C410	3		NS_SPRJ::SprjRand_forDLRandomGenerator<DLUTD::DLRandomGeneratorSFMT>	NS_SPRJ::SprjRand_forDLRandomGenerator<DLUTD::DLRandomGeneratorSFMT>: NS_SPRJ::CSRand;
0142743F60	1		NS_SPRJ::SprjRand_forDLRandomGenerator<DLUTD::DLRandomGeneratorXorshift>	NS_SPRJ::SprjRand_forDLRandomGenerator<DLUTD::DLRandomGeneratorXorshift>: NS_SPRJ::CSRand;
01426DF218	33		NS_SPRJ::SprjRelativePosTarget	NS_SPRJ::SprjRelativePosTarget: NS_SPRJ::SprjNullTargetAccessor, NS_SPRJ::SprjTargetAccessorBase;
01428B00C8	12		NS_SPRJ::SprjRemoAct	NS_SPRJ::SprjRemoAct: FD4::FD4RemoTimeLineBase;
01428B05A8	12		NS_SPRJ::SprjRemoAnimAct	NS_SPRJ::SprjRemoAnimAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428B2F78	9		NS_SPRJ::SprjRemoAttachment	NS_SPRJ::SprjRemoAttachment: DLUT::DLReferenceCountObject;
01428B2FF8	8		NS_SPRJ::SprjRemoAttachmentLuaEventManRemoCb	NS_SPRJ::SprjRemoAttachmentLuaEventManRemoCb: NS_SPRJ::SprjRemoAttachment, DLUT::DLReferenceCountObject;
01428B30C0	4		NS_SPRJ::SprjRemoAttachmentPlayerWarp	NS_SPRJ::SprjRemoAttachmentPlayerWarp: NS_SPRJ::SprjRemoAttachment, DLUT::DLReferenceCountObject;
01428B30E8	8		NS_SPRJ::SprjRemoAttachmentPlayerWarpByPoint	NS_SPRJ::SprjRemoAttachmentPlayerWarpByPoint: NS_SPRJ::SprjRemoAttachment, DLUT::DLReferenceCountObject;
01428B3188	8		NS_SPRJ::SprjRemoAttachmentSetupCeremonyParam	NS_SPRJ::SprjRemoAttachmentSetupCeremonyParam: NS_SPRJ::SprjRemoAttachment, DLUT::DLReferenceCountObject;
01428B3318	5		NS_SPRJ::SprjRemoAttachmentSystem	NS_SPRJ::SprjRemoAttachmentSystem:
01428B07A8	12		NS_SPRJ::SprjRemoBossBgmAct	NS_SPRJ::SprjRemoBossBgmAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428B08F8	12		NS_SPRJ::SprjRemoDecalAct	NS_SPRJ::SprjRemoDecalAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428B0A38	12		NS_SPRJ::SprjRemoDmyobjAct	NS_SPRJ::SprjRemoDmyobjAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428B0B98	12		NS_SPRJ::SprjRemoDrawAlphaAct	NS_SPRJ::SprjRemoDrawAlphaAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428B35A8	2		NS_SPRJ::SprjRemoEnv	NS_SPRJ::SprjRemoEnv: DLUT::DLReferenceCountObject;
01428B3B90	1		NS_SPRJ::SprjRemoEnvSfxSys	NS_SPRJ::SprjRemoEnvSfxSys:
01428B4128	6		NS_SPRJ::SprjRemoEnvSoundSys	NS_SPRJ::SprjRemoEnvSoundSys:
01428B8448	8		NS_SPRJ::SprjRemoFactory	NS_SPRJ::SprjRemoFactory: FD4::FD4RemoFactoryBase;
01428B0DD8	12		NS_SPRJ::SprjRemoFadeInOutAct	NS_SPRJ::SprjRemoFadeInOutAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428B7690	32		NS_SPRJ::SprjRemoImp	NS_SPRJ::SprjRemoImp:
01428B10B8	12		NS_SPRJ::SprjRemoIngameDrawParamAct	NS_SPRJ::SprjRemoIngameDrawParamAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428B4748	5		NS_SPRJ::SprjRemoIns	NS_SPRJ::SprjRemoIns: NS_SPRJ::SprjStepLocal<NS_SPRJ::SprjRemoIns>, FD4::FD4StepBase<NS_SPRJ::SprjRemoIns>, FD4::FD4StepTemplateBase<NS_SPRJ::SprjRemoIns,FD4::FD4StepBaseInterface>, FD4::FD4StepTemplateInterface<FD4::FD4StepBaseInterface>, FD4::FD4StepBaseInterface, FD4::FD4ComponentBase;
01428B8528	8		NS_SPRJ::SprjRemoLoader	NS_SPRJ::SprjRemoLoader: FD4::FD4RemoLoaderBase;
01428B55D8	5		NS_SPRJ::SprjRemoMan	NS_SPRJ::SprjRemoMan: NS_SPRJ::SprjStepLocal<NS_SPRJ::SprjRemoMan>, FD4::FD4StepBase<NS_SPRJ::SprjRemoMan>, FD4::FD4StepTemplateBase<NS_SPRJ::SprjRemoMan,FD4::FD4StepBaseInterface>, FD4::FD4StepTemplateInterface<FD4::FD4StepBaseInterface>, FD4::FD4StepBaseInterface, FD4::FD4ComponentBase;
01428B1328	12		NS_SPRJ::SprjRemoMaterialParamAct	NS_SPRJ::SprjRemoMaterialParamAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428B1758	12		NS_SPRJ::SprjRemoModelDrawParamAct	NS_SPRJ::SprjRemoModelDrawParamAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428B5D70	1		NS_SPRJ::SprjRemoRequest	NS_SPRJ::SprjRemoRequest:
01428B6BB8	3		NS_SPRJ::SprjRemoRes	NS_SPRJ::SprjRemoRes: NS_SPRJ::SprjStepLocal<NS_SPRJ::SprjRemoRes>, FD4::FD4StepBase<NS_SPRJ::SprjRemoRes>, FD4::FD4StepTemplateBase<NS_SPRJ::SprjRemoRes,FD4::FD4StepBaseInterface>, FD4::FD4StepTemplateInterface<FD4::FD4StepBaseInterface>, FD4::FD4StepBaseInterface, FD4::FD4ComponentBase;
01428B1998	12		NS_SPRJ::SprjRemoRumbleAct	NS_SPRJ::SprjRemoRumbleAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428B1DB8	12		NS_SPRJ::SprjRemoSceneDrawParamAct	NS_SPRJ::SprjRemoSceneDrawParamAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428B26B8	12		NS_SPRJ::SprjRemoSeAct	NS_SPRJ::SprjRemoSeAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428B2838	12		NS_SPRJ::SprjRemoSeamlessFinishAct	NS_SPRJ::SprjRemoSeamlessFinishAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428B3598	1		NS_SPRJ::SprjRemoSetting	NS_SPRJ::SprjRemoSetting:
01428B29C8	12		NS_SPRJ::SprjRemoSfxAct	NS_SPRJ::SprjRemoSfxAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428B7CD8	14		NS_SPRJ::SprjRemoStep	NS_SPRJ::SprjRemoStep: NS_SPRJ::SprjStepTask<NS_SPRJ::SprjRemoStep>, FD4::FD4StepTaskBase<NS_SPRJ::SprjRemoStep>, FD4::FD4StepTemplateBase<NS_SPRJ::SprjRemoStep,FD4::FD4TaskBase>, FD4::FD4StepTemplateInterface<FD4::FD4TaskBase>, FD4::FD4TaskBase, FD4::FD4ComponentBase;
01428B2B08	12		NS_SPRJ::SprjRemoStopMapBgmAct	NS_SPRJ::SprjRemoStopMapBgmAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428B2C88	12		NS_SPRJ::SprjRemoStreamSoundAct	NS_SPRJ::SprjRemoStreamSoundAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428B2E18	12		NS_SPRJ::SprjRemoSubtitleAct	NS_SPRJ::SprjRemoSubtitleAct: NS_SPRJ::SprjRemoAct, FD4::FD4RemoTimeLineBase;
01428C25C8	7		NS_SPRJ::SprjRendererFactory	NS_SPRJ::SprjRendererFactory: GXSR::GXRendererFactory;
0142920318	1		NS_SPRJ::SprjReportSystemImp	NS_SPRJ::SprjReportSystemImp:
0142921108	1		NS_SPRJ::SprjReportSystemSeed	NS_SPRJ::SprjReportSystemSeed:
0142920878	4		NS_SPRJ::SprjReportSystemStep	NS_SPRJ::SprjReportSystemStep: NS_SPRJ::SprjStepTask<NS_SPRJ::SprjReportSystemStep>, FD4::FD4StepTaskBase<NS_SPRJ::SprjReportSystemStep>, FD4::FD4StepTemplateBase<NS_SPRJ::SprjReportSystemStep,FD4::FD4TaskBase>, FD4::FD4StepTemplateInterface<FD4::FD4TaskBase>, FD4::FD4TaskBase, FD4::FD4ComponentBase;
01429008D8	4		NS_SPRJ::SprjResStep	NS_SPRJ::SprjResStep: NS_SPRJ::SprjStepTask<NS_SPRJ::SprjResStep>, FD4::FD4StepTaskBase<NS_SPRJ::SprjResStep>, FD4::FD4StepTemplateBase<NS_SPRJ::SprjResStep,FD4::FD4TaskBase>, FD4::FD4StepTemplateInterface<FD4::FD4TaskBase>, FD4::FD4TaskBase, FD4::FD4ComponentBase;
01426CACD0	1		NS_SPRJ::SprjRouteNavigator::CSHkAiPathFollowingBehaviorInterfaceImpl	NS_SPRJ::SprjRouteNavigator::CSHkAiPathFollowingBehaviorInterfaceImpl: NS_SPRJ::CSHkAiPathFollowingBehaviorInterface;
01428CA7B8	4		NS_SPRJ::SprjRuntimeTexResCap	NS_SPRJ::SprjRuntimeTexResCap: NS_SPRJ::TexResCap, FD4::FD4ResCap, FD4::FD4ResCapHolderItem;
0142903070	4		NS_SPRJ::SprjScaleformFileOpener	NS_SPRJ::SprjScaleformFileOpener: Scaleform::GFx::FileOpener, Scaleform::GFx::FileOpenerBase, Scaleform::GFx::State, Scaleform::RefCountBase<Scaleform::GFx::State,2>, Scaleform::RefCountBaseStatImpl<Scaleform::RefCountImpl,2>, Scaleform::RefCountImpl, Scaleform::RefCountImplCore;
01429013B8	6		NS_SPRJ::SprjScaleformFsCommandHandler	NS_SPRJ::SprjScaleformFsCommandHandler: Scaleform::GFx::FSCommandHandler, Scaleform::GFx::State, Scaleform::RefCountBase<Scaleform::GFx::State,2>, Scaleform::RefCountBaseStatImpl<Scaleform::RefCountImpl,2>, Scaleform::RefCountImpl, Scaleform::RefCountImplCore;
0142903098	6		NS_SPRJ::SprjScaleformImageCreator	NS_SPRJ::SprjScaleformImageCreator: Scaleform::GFx::ImageCreator, Scaleform::GFx::State, Scaleform::RefCountBase<Scaleform::GFx::State,2>, Scaleform::RefCountBaseStatImpl<Scaleform::RefCountImpl,2>, Scaleform::RefCountImpl, Scaleform::RefCountImplCore;
01429010B0	2		NS_SPRJ::SprjScaleformImp	NS_SPRJ::SprjScaleformImp:
0142903020	6		NS_SPRJ::SprjScaleformLoader	NS_SPRJ::SprjScaleformLoader: Scaleform::GFx::Loader, Scaleform::GFx::StateBag, Scaleform::GFx::FileTypeConstants;
0142901568	2		NS_SPRJ::SprjScaleformLog	NS_SPRJ::SprjScaleformLog: Scaleform::Log, Scaleform::RefCountBase<Scaleform::Log,2>, Scaleform::RefCountBaseStatImpl<Scaleform::RefCountImpl,2>, Scaleform::RefCountImpl, Scaleform::RefCountImplCore;
0142901650	11		NS_SPRJ::SprjScaleformMemory	NS_SPRJ::SprjScaleformMemory: Scaleform::SysAllocMalloc, Scaleform::SysAllocBase_SingletonSupport<Scaleform::SysAllocMalloc,Scaleform::SysAlloc>, Scaleform::SysAlloc, Scaleform::SysAllocBase;
0142903008	2		NS_SPRJ::SprjScaleformMovieDef	NS_SPRJ::SprjScaleformMovieDef: DLUT::DLReferenceCountObject;
0142901B88	4		NS_SPRJ::SprjScaleformStep	NS_SPRJ::SprjScaleformStep: NS_SPRJ::SprjStepTask<NS_SPRJ::SprjScaleformStep>, FD4::FD4StepTaskBase<NS_SPRJ::SprjScaleformStep>, FD4::FD4StepTemplateBase<NS_SPRJ::SprjScaleformStep,FD4::FD4TaskBase>, FD4::FD4StepTemplateInterface<FD4::FD4TaskBase>, FD4::FD4TaskBase, FD4::FD4ComponentBase;
0142903058	2		NS_SPRJ::SprjScaleformSwfPlayer	NS_SPRJ::SprjScaleformSwfPlayer:
0142904D38	2		NS_SPRJ::SprjScaleformSystem	NS_SPRJ::SprjScaleformSystem:
0142904D50	3		NS_SPRJ::SprjScaleformThreadCommandQueue	NS_SPRJ::SprjScaleformThreadCommandQueue: Scaleform::Render::SingleThreadCommandQueue, Scaleform::Render::ThreadCommandQueue;
014282AAD8	2		NS_SPRJ::SprjScaleformValue	NS_SPRJ::SprjScaleformValue: Scaleform::GFx::Value, struct Scaleform::ListNode<Scaleform::GFx::Value>;
